20,1000,30,128,0.001,90.9394368396
20,1000,30,128,0.001,129.105538959
20,1000,30,128,0.0001,-389.211303348
20,1000,30,64,0.001,188.459555608
20,1000,50,64,0.001,254.686304889
20,1000,50,64,0.001,191.493412809
20,1000,30,64,0.001,155.838295413
20,1000,30,64,0.001,183.879170964
20,1000,30,64,0.001,21.7193797216
20,1000,30,64,0.0001,-23.3074923794
20,1000,30,64,0.01,67.4788495792
20,1000,50,64,0.01,175.18697912
20,1000,80,64,0.01,239.605480563
20,1000,80,64,0.001,45.9231087141
